Ranking,Motor,Jogo,Score Neural Elite X,Confianca,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação
744,Elite X PRO,05 - 10 - 14 - 34 - 35 - 45,61.39,Baixa,60.78,64.51,48.59,60.78,57.0,77.73,5.34,0,40.0,50.0,85.0,143,3,3,Forte
745,Elite X PRO,01 - 13 - 19 - 30 - 35 - 42,61.38,Baixa,61.78,65.38,33.54,61.78,77.25,70.47,4.92,1,85.0,50.0,100.0,140,2,4,Forte
746,Elite X PRO,08 - 27 - 33 - 37 - 47 - 56,61.37,Baixa,63.8,68.05,35.87,63.8,72.0,75.13,5.3,0,40.0,80.0,100.0,208,2,4,Forte
747,Elite X PRO,11 - 14 - 21 - 35 - 44 - 49,61.37,Baixa,63.07,65.91,32.55,63.07,74.5,73.0,4.88,0,40.0,100.0,85.0,174,2,4,Forte
748,Elite X PRO,14 - 30 - 37 - 42 - 46 - 57,61.35,Baixa,61.25,64.02,34.59,61.25,77.25,72.53,5.04,1,85.0,50.0,100.0,226,4,2,Forte
749,Elite X PRO,09 - 13 - 14 - 24 - 34 - 48,61.34,Baixa,61.93,66.93,28.28,61.93,77.25,72.33,5.06,1,85.0,50.0,100.0,142,4,2,Forte
750,Elite X PRO,04 - 16 - 22 - 23 - 52 - 53,61.33,Baixa,62.7,62.23,31.3,62.7,74.5,83.0,5.64,0,40.0,100.0,85.0,170,4,2,Forte
751,Elite X PRO,06 - 19 - 22 - 28 - 37 - 43,61.32,Baixa,63.59,62.96,34.26,63.59,72.0,78.67,5.54,0,40.0,80.0,100.0,155,3,3,Forte
752,Elite X PRO,15 - 19 - 35 - 37 - 52 - 56,61.3,Baixa,58.41,62.11,32.58,58.41,74.25,77.6,5.04,1,85.0,80.0,55.0,214,2,4,Forte
753,Elite X PRO,01 - 11 - 13 - 30 - 33 - 46,61.29,Baixa,61.34,61.89,41.48,61.34,77.25,70.73,4.94,1,85.0,50.0,100.0,134,2,4,Forte
754,Elite X PRO,01 - 10 - 39 - 42 - 52 - 56,61.27,Baixa,62.68,65.66,35.48,62.68,74.5,75.93,5.16,0,40.0,100.0,85.0,200,4,2,Forte
755,Elite X PRO,09 - 37 - 42 - 44 - 46 - 52,61.27,Baixa,59.79,66.21,38.18,59.79,72.75,72.13,4.84,1,85.0,50.0,85.0,230,4,2,Forte
756,Elite X PRO,04 - 27 - 33 - 36 - 48 - 54,61.26,Baixa,63.73,68.64,30.97,63.73,72.0,75.13,5.3,0,40.0,80.0,100.0,202,4,2,Forte
757,Elite X PRO,01 - 04 - 24 - 37 - 44 - 49,61.23,Baixa,62.52,69.41,33.24,62.52,67.5,71.07,4.8,0,40.0,80.0,85.0,159,3,3,Forte
758,Elite X PRO,07 - 08 - 11 - 17 - 42 - 52,61.23,Baixa,59.39,59.35,32.65,59.39,72.75,80.53,5.52,1,85.0,50.0,85.0,137,3,3,Forte
759,Elite X PRO,06 - 23 - 37 - 38 - 40 - 52,61.22,Baixa,62.56,65.08,31.07,62.56,74.5,79.0,5.36,0,40.0,100.0,85.0,196,4,2,Forte
760,Elite X PRO,06 - 14 - 31 - 36 - 37 - 46,61.21,Baixa,62.75,63.79,32.44,62.75,74.5,78.4,5.34,0,40.0,100.0,85.0,170,4,2,Forte
761,Elite X PRO,11 - 21 - 37 - 42 - 49 - 54,61.2,Baixa,63.66,67.96,43.04,63.66,72.0,70.13,4.86,0,40.0,80.0,100.0,214,2,4,Forte
762,Elite X PRO,05 - 32 - 36 - 37 - 42 - 57,61.2,Baixa,61.71,65.04,32.87,61.71,67.5,81.07,5.54,0,40.0,80.0,85.0,209,3,3,Forte
763,Elite X PRO,04 - 10 - 13 - 15 - 40 - 56,61.2,Baixa,59.77,63.45,38.08,59.77,72.75,74.07,5.02,1,85.0,50.0,85.0,138,4,2,Forte
764,Elite X PRO,12 - 16 - 17 - 25 - 29 - 57,61.18,Baixa,57.47,51.49,33.28,57.47,74.25,90.13,5.94,1,85.0,80.0,55.0,156,2,4,Forte
765,Elite X PRO,01 - 19 - 31 - 46 - 49 - 56,61.16,Baixa,63.17,64.55,36.97,63.17,72.0,74.6,5.24,0,40.0,80.0,100.0,202,2,4,Forte
766,Elite X PRO,10 - 24 - 35 - 37 - 48 - 56,61.14,Baixa,63.93,70.84,35.54,63.93,72.0,70.87,4.98,0,40.0,80.0,100.0,210,4,2,Forte
767,Elite X PRO,05 - 32 - 35 - 37 - 48 - 56,61.14,Baixa,61.68,65.18,37.26,61.68,67.5,78.13,5.32,0,40.0,80.0,85.0,213,3,3,Forte
768,Elite X PRO,08 - 11 - 15 - 27 - 35 - 42,61.13,Baixa,61.25,62.34,36.31,61.25,77.25,72.33,5.06,1,85.0,50.0,100.0,138,2,4,Forte
769,Elite X PRO,01 - 14 - 32 - 36 - 38 - 49,61.09,Baixa,62.59,63.32,32.98,62.59,74.5,77.87,5.3,0,40.0,100.0,85.0,170,4,2,Forte
770,Elite X PRO,10 - 19 - 36 - 42 - 45 - 52,61.07,Baixa,63.39,66.8,32.98,63.39,72.0,76.2,5.36,0,40.0,80.0,100.0,204,4,2,Forte
771,Elite X PRO,05 - 13 - 15 - 35 - 38 - 42,61.07,Baixa,59.61,63.58,30.41,59.61,72.75,75.2,5.12,1,85.0,50.0,85.0,148,2,4,Forte
772,Elite X PRO,11 - 14 - 37 - 42 - 53 - 54,61.06,Baixa,61.92,68.03,34.57,61.92,67.5,74.67,5.0,0,40.0,80.0,85.0,211,3,3,Forte
773,Elite X PRO,09 - 11 - 45 - 48 - 53 - 56,61.05,Baixa,59.38,64.64,33.4,59.38,72.75,73.67,4.96,1,85.0,50.0,85.0,222,2,4,Forte
774,Elite X PRO,11 - 12 - 34 - 41 - 44 - 56,61.04,Baixa,62.02,61.64,36.1,62.02,74.5,79.27,5.36,0,40.0,100.0,85.0,198,4,2,Forte
775,Elite X PRO,21 - 33 - 37 - 42 - 44 - 60,61.03,Baixa,59.48,64.34,35.27,59.48,72.75,74.47,5.02,1,85.0,50.0,85.0,237,3,3,Forte
776,Elite X PRO,07 - 08 - 26 - 31 - 39 - 52,61.0,Baixa,61.59,62.77,31.07,61.59,67.5,80.73,5.54,0,40.0,80.0,85.0,163,3,3,Forte
777,Elite X PRO,03 - 08 - 10 - 27 - 39 - 44,61.0,Baixa,59.68,63.46,35.37,59.68,72.75,73.2,4.94,1,85.0,50.0,85.0,131,3,3,Forte
778,Elite X PRO,08 - 09 - 15 - 24 - 38 - 42,60.94,Baixa,61.01,63.72,29.03,61.01,82.5,69.53,4.88,2,100.0,50.0,100.0,136,4,2,Forte
779,Elite X PRO,01 - 06 - 17 - 31 - 34 - 53,60.93,Baixa,59.09,59.44,34.3,59.09,72.75,80.87,5.56,1,85.0,50.0,85.0,142,2,4,Forte
780,Elite X PRO,03 - 04 - 10 - 13 - 44 - 60,60.91,Baixa,59.38,63.97,31.59,59.38,78.0,72.53,4.9,2,100.0,50.0,85.0,134,4,2,Forte
781,Elite X PRO,15 - 30 - 38 - 39 - 52 - 54,60.91,Baixa,58.9,63.39,33.02,58.9,78.0,70.33,4.68,2,100.0,50.0,85.0,228,4,2,Forte
782,Elite X PRO,20 - 22 - 33 - 39 - 41 - 56,60.89,Baixa,62.79,62.13,33.97,62.79,72.0,79.07,5.56,0,40.0,80.0,100.0,211,3,3,Forte
783,Elite X PRO,01 - 09 - 15 - 24 - 33 - 54,60.89,Baixa,61.07,64.66,28.61,61.07,82.5,68.13,4.76,2,100.0,50.0,100.0,136,2,4,Forte
784,Elite X PRO,11 - 26 - 35 - 36 - 49 - 53,60.88,Baixa,63.2,66.33,38.79,63.2,72.0,73.2,5.12,0,40.0,80.0,100.0,210,2,4,Forte
785,Elite X PRO,06 - 08 - 27 - 48 - 53 - 54,60.88,Baixa,62.36,65.87,30.08,62.36,74.5,76.87,5.22,0,40.0,100.0,85.0,196,4,2,Forte
786,Elite X PRO,13 - 21 - 35 - 38 - 48 - 49,60.88,Baixa,61.55,66.8,37.63,61.55,67.5,75.0,5.06,0,40.0,80.0,85.0,204,2,4,Forte
787,Elite X PRO,01 - 18 - 30 - 53 - 54 - 58,60.87,Baixa,60.23,61.16,28.28,60.23,83.25,74.53,4.98,1,85.0,80.0,85.0,214,4,2,Forte
788,Elite X PRO,10 - 21 - 24 - 27 - 52 - 54,60.87,Baixa,59.81,64.3,32.58,59.81,65.5,78.4,5.08,0,40.0,100.0,55.0,188,4,2,Forte
789,Elite X PRO,05 - 24 - 27 - 33 - 37 - 42,60.86,Baixa,61.77,66.04,32.55,61.77,67.5,76.87,5.24,0,40.0,80.0,85.0,168,2,4,Forte
790,Elite X PRO,06 - 11 - 17 - 32 - 38 - 42,60.86,Baixa,59.12,60.38,31.03,59.12,72.75,80.0,5.48,1,85.0,50.0,85.0,146,4,2,Forte
791,Elite X PRO,09 - 34 - 36 - 40 - 45 - 48,60.86,Baixa,57.82,60.2,30.43,57.82,74.25,79.4,5.22,1,85.0,80.0,55.0,212,4,2,Forte
792,Elite X PRO,08 - 14 - 21 - 27 - 42 - 47,60.85,Baixa,61.55,63.24,32.65,61.55,67.5,79.93,5.44,0,40.0,80.0,85.0,159,3,3,Forte
793,Elite X PRO,08 - 27 - 37 - 40 - 49 - 52,60.84,Baixa,63.53,68.97,30.64,63.53,72.0,72.47,5.1,0,40.0,80.0,100.0,213,3,3,Forte
794,Elite X PRO,13 - 24 - 33 - 44 - 48 - 60,60.84,Baixa,61.13,66.72,26.01,61.13,77.25,72.27,5.02,1,85.0,50.0,100.0,222,4,2,Forte
795,Elite X PRO,06 - 10 - 15 - 19 - 30 - 49,60.84,Baixa,57.9,63.91,34.61,57.9,67.5,69.2,4.66,2,100.0,20.0,85.0,129,3,3,Forte
796,Elite X PRO,01 - 04 - 08 - 27 - 35 - 60,60.81,Baixa,59.49,63.19,29.49,59.49,72.75,76.6,5.18,1,85.0,50.0,85.0,135,3,3,Forte
797,Elite X PRO,09 - 37 - 39 - 46 - 47 - 56,60.8,Baixa,58.94,61.96,44.53,58.94,72.75,72.0,4.88,1,85.0,50.0,85.0,234,2,4,Forte
798,Elite X PRO,06 - 10 - 44 - 45 - 53 - 60,60.8,Baixa,58.1,62.77,32.96,58.1,74.25,75.87,4.96,1,85.0,80.0,55.0,218,4,2,Forte
799,Elite X PRO,06 - 11 - 13 - 24 - 45 - 52,60.78,Baixa,63.71,67.7,31.09,63.71,72.0,73.93,5.18,0,40.0,80.0,100.0,151,3,3,Forte
800,Elite X PRO,04 - 12 - 13 - 15 - 48 - 58,60.77,Baixa,60.78,63.07,21.43,60.78,83.25,78.8,5.34,1,85.0,80.0,85.0,150,4,2,Forte
801,Elite X PRO,04 - 11 - 13 - 30 - 37 - 39,60.77,Baixa,59.52,64.27,41.15,59.52,72.75,69.4,4.66,1,85.0,50.0,85.0,134,2,4,Forte
802,Elite X PRO,13 - 18 - 21 - 31 - 53 - 56,60.76,Baixa,61.97,63.52,28.5,61.97,74.5,79.27,5.32,0,40.0,100.0,85.0,192,2,4,Forte
803,Elite X PRO,13 - 24 - 37 - 38 - 53 - 54,60.75,Baixa,61.88,69.41,36.88,61.88,67.5,73.27,4.9,0,40.0,80.0,85.0,219,3,3,Forte
804,Elite X PRO,10 - 24 - 33 - 36 - 40 - 47,60.74,Baixa,62.04,64.35,26.67,62.04,74.5,78.53,5.34,0,40.0,100.0,85.0,190,4,2,Forte
805,Elite X PRO,06 - 21 - 37 - 44 - 46 - 48,60.74,Baixa,61.38,66.43,35.65,61.38,67.5,75.73,5.1,0,40.0,80.0,85.0,202,4,2,Forte
806,Elite X PRO,06 - 16 - 21 - 31 - 38 - 45,60.71,Baixa,63.13,63.38,30.22,63.13,72.0,77.8,5.5,0,40.0,80.0,100.0,157,3,3,Forte
807,Elite X PRO,01 - 11 - 13 - 30 - 42 - 49,60.71,Baixa,59.38,64.26,33.01,59.38,72.75,70.4,4.72,1,85.0,50.0,85.0,146,2,4,Forte
808,Elite X PRO,08 - 15 - 34 - 52 - 54 - 59,60.71,Baixa,58.72,61.12,32.74,58.72,72.75,78.4,5.28,1,85.0,50.0,85.0,222,4,2,Forte
809,Elite X PRO,13 - 30 - 36 - 42 - 53 - 60,60.7,Baixa,60.38,62.76,31.61,60.38,82.5,70.6,4.88,2,100.0,50.0,100.0,234,4,2,Forte
810,Elite X PRO,12 - 18 - 23 - 38 - 40 - 49,60.69,Baixa,62.01,61.65,26.47,62.01,74.5,79.27,5.38,0,40.0,100.0,85.0,180,4,2,Forte
811,Elite X PRO,19 - 21 - 36 - 37 - 44 - 58,60.67,Baixa,63.17,66.93,32.35,63.17,72.0,74.27,5.2,0,40.0,80.0,100.0,215,3,3,Forte
812,Elite X PRO,08 - 11 - 14 - 35 - 39 - 44,60.67,Baixa,61.66,65.32,39.33,61.66,67.5,73.07,4.96,0,40.0,80.0,85.0,151,3,3,Forte
813,Elite X PRO,09 - 17 - 46 - 50 - 52 - 56,60.67,Baixa,58.42,60.31,30.62,58.42,78.0,78.2,5.3,2,100.0,50.0,85.0,230,4,2,Forte
814,Elite X PRO,05 - 10 - 27 - 33 - 44 - 49,60.66,Baixa,61.7,66.96,32.96,61.7,67.5,73.73,5.0,0,40.0,80.0,85.0,168,2,4,Forte
815,Elite X PRO,13 - 23 - 38 - 40 - 46 - 49,60.66,Baixa,61.47,66.98,31.04,61.47,67.5,76.87,5.2,0,40.0,80.0,85.0,209,3,3,Forte
816,Elite X PRO,03 - 13 - 14 - 30 - 35 - 39,60.61,Baixa,58.69,60.31,37.07,58.69,78.0,70.73,4.76,2,100.0,50.0,85.0,134,2,4,Forte
817,Elite X PRO,10 - 14 - 17 - 22 - 31 - 42,60.59,Baixa,60.49,59.15,34.06,60.49,77.25,78.47,5.52,1,85.0,50.0,100.0,136,4,2,Forte
818,Elite X PRO,10 - 11 - 14 - 44 - 47 - 48,60.57,Baixa,59.94,64.06,32.74,59.94,65.5,78.47,5.12,0,40.0,100.0,55.0,174,4,2,Forte
819,Elite X PRO,01 - 04 - 32 - 38 - 52 - 53,60.57,Baixa,59.76,62.73,27.81,59.76,65.5,82.33,5.46,0,40.0,100.0,55.0,180,4,2,Forte
820,Elite X PRO,13 - 24 - 31 - 33 - 49 - 56,60.56,Baixa,63.03,67.33,33.45,63.03,72.0,73.2,5.12,0,40.0,80.0,100.0,206,2,4,Forte
821,Elite X PRO,06 - 21 - 31 - 35 - 36 - 49,60.55,Baixa,62.09,63.26,26.6,62.09,74.5,76.93,5.22,0,40.0,100.0,85.0,178,2,4,Forte
822,Elite X PRO,03 - 13 - 15 - 24 - 42 - 45,60.55,Baixa,58.99,63.52,24.22,58.99,78.0,74.4,5.02,2,100.0,50.0,85.0,142,2,4,Forte
823,Elite X PRO,08 - 13 - 19 - 40 - 42 - 44,60.54,Baixa,61.45,65.41,33.43,61.45,67.5,76.4,5.18,0,40.0,80.0,85.0,166,4,2,Forte
824,Elite X PRO,01 - 03 - 23 - 29 - 40 - 54,60.53,Baixa,60.15,59.4,25.52,60.15,83.25,78.93,5.38,1,85.0,80.0,85.0,150,2,4,Forte
825,Elite X PRO,06 - 09 - 10 - 23 - 42 - 52,60.53,Baixa,59.36,64.64,29.11,59.36,72.75,75.87,5.14,1,85.0,50.0,85.0,142,4,2,Forte
826,Elite X PRO,05 - 10 - 13 - 33 - 38 - 59,60.51,Baixa,61.22,63.08,39.99,61.22,67.5,77.93,5.34,0,40.0,80.0,85.0,158,2,4,Forte
827,Elite X PRO,17 - 30 - 36 - 48 - 53 - 54,60.5,Baixa,60.09,61.29,33.43,60.09,82.5,72.47,5.02,2,100.0,50.0,100.0,238,4,2,Forte
828,Elite X PRO,15 - 33 - 35 - 42 - 45 - 60,60.5,Baixa,58.6,63.19,28.24,58.6,78.0,75.13,5.08,2,100.0,50.0,85.0,230,2,4,Forte
829,Elite X PRO,09 - 30 - 36 - 37 - 54 - 60,60.49,Baixa,59.26,66.87,38.48,59.26,71.0,66.67,4.44,3,80.0,50.0,85.0,226,4,2,Forte
830,Elite X PRO,03 - 21 - 45 - 48 - 52 - 54,60.48,Baixa,58.95,64.31,21.55,58.95,72.75,77.8,5.26,1,85.0,50.0,85.0,223,3,3,Forte
831,Elite X PRO,03 - 09 - 15 - 35 - 54 - 60,60.46,Baixa,62.72,68.2,32.62,62.72,71.0,68.67,4.6,4,30.0,100.0,85.0,176,2,4,Forte
832,Elite X PRO,10 - 14 - 33 - 44 - 56 - 59,60.45,Baixa,62.76,65.17,41.39,62.76,72.0,73.73,5.16,0,40.0,80.0,100.0,216,4,2,Forte
833,Elite X PRO,01 - 04 - 39 - 40 - 42 - 44,60.45,Baixa,59.84,63.94,36.03,59.84,65.5,76.87,5.08,0,40.0,100.0,55.0,170,4,2,Forte
834,Elite X PRO,10 - 12 - 19 - 50 - 53 - 56,60.44,Baixa,61.68,62.67,32.32,61.68,74.5,79.8,5.42,0,40.0,100.0,85.0,200,4,2,Forte
835,Elite X PRO,11 - 13 - 19 - 22 - 48 - 50,60.44,Baixa,58.82,62.47,32.46,58.82,58.5,83.6,5.46,0,40.0,80.0,55.0,163,3,3,Forte
836,Elite X PRO,10 - 13 - 18 - 24 - 44 - 57,60.43,Baixa,63.3,67.81,28.17,63.3,72.0,72.6,5.08,0,40.0,80.0,100.0,166,4,2,Forte
837,Elite X PRO,03 - 08 - 09 - 30 - 39 - 48,60.42,Baixa,59.19,63.14,35.18,59.19,71.0,69.73,4.68,3,80.0,50.0,85.0,137,3,3,Forte
838,Elite X PRO,13 - 15 - 37 - 48 - 53 - 56,60.42,Baixa,59.13,66.76,26.77,59.13,72.75,74.13,4.96,1,85.0,50.0,85.0,222,2,4,Forte
839,Elite X PRO,03 - 04 - 10 - 15 - 44 - 54,60.41,Baixa,58.98,63.85,33.02,58.98,78.0,70.93,4.78,2,100.0,50.0,85.0,130,4,2,Forte
840,Elite X PRO,04 - 23 - 25 - 38 - 54 - 56,60.39,Baixa,61.81,64.13,30.18,61.81,74.5,79.53,5.38,0,40.0,100.0,85.0,200,4,2,Forte
841,Elite X PRO,14 - 27 - 40 - 42 - 45 - 60,60.39,Baixa,60.51,64.02,28.61,60.51,77.25,75.2,5.24,1,85.0,50.0,100.0,228,4,2,Forte
842,Elite X PRO,01 - 06 - 15 - 32 - 44 - 48,60.38,Baixa,58.94,62.39,29.46,58.94,72.75,75.73,5.16,1,85.0,50.0,85.0,146,4,2,Forte
843,Elite X PRO,04 - 10 - 21 - 33 - 43 - 55,60.37,Baixa,63.0,65.35,26.47,63.0,72.0,78.33,5.54,0,40.0,80.0,100.0,166,2,4,Forte
844,Elite X PRO,01 - 10 - 15 - 21 - 46 - 49,60.36,Baixa,59.1,63.82,32.03,59.1,72.75,72.93,4.94,1,85.0,50.0,85.0,142,2,4,Forte
845,Elite X PRO,04 - 12 - 26 - 34 - 41 - 47,60.35,Baixa,62.68,62.42,28.42,62.68,72.0,82.2,5.8,0,40.0,80.0,100.0,164,4,2,Forte
846,Elite X PRO,06 - 26 - 27 - 31 - 35 - 47,60.34,Baixa,61.79,61.6,28.7,61.79,74.5,80.07,5.48,0,40.0,100.0,85.0,172,2,4,Forte
847,Elite X PRO,12 - 27 - 31 - 34 - 46 - 52,60.29,Baixa,62.25,62.48,31.04,62.25,72.0,79.87,5.62,0,40.0,80.0,100.0,202,4,2,Forte
848,Elite X PRO,04 - 19 - 46 - 47 - 56 - 60,60.29,Baixa,58.16,58.53,39.97,58.16,72.75,78.73,5.34,1,85.0,50.0,85.0,232,4,2,Forte
849,Elite X PRO,13 - 15 - 42 - 48 - 49 - 53,60.28,Baixa,57.77,63.33,29.91,57.77,74.25,76.8,4.96,1,85.0,80.0,55.0,220,2,4,Forte
850,Elite X PRO,04 - 07 - 27 - 37 - 44 - 49,60.27,Baixa,61.61,68.92,29.11,61.61,67.5,72.67,4.92,0,40.0,80.0,85.0,168,2,4,Forte
851,Elite X PRO,05 - 11 - 15 - 18 - 44 - 53,60.27,Baixa,58.81,62.14,30.31,58.81,72.75,74.53,5.02,1,85.0,50.0,85.0,146,2,4,Forte
852,Elite X PRO,05 - 07 - 17 - 35 - 36 - 48,60.27,Baixa,58.5,59.3,27.95,58.5,72.75,80.67,5.56,1,85.0,50.0,85.0,148,2,4,Forte
853,Elite X PRO,03 - 09 - 10 - 30 - 33 - 52,60.26,Baixa,59.23,64.55,31.42,59.23,71.0,70.73,4.74,3,80.0,50.0,85.0,137,3,3,Forte
854,Elite X PRO,04 - 08 - 39 - 44 - 48 - 49,60.25,Baixa,59.43,65.14,32.79,59.43,65.5,75.93,4.96,0,40.0,100.0,55.0,192,4,2,Forte
855,Elite X PRO,04 - 27 - 39 - 41 - 44 - 47,60.23,Baixa,60.79,64.82,34.09,60.79,67.5,77.33,5.22,0,40.0,80.0,85.0,202,2,4,Forte
856,Elite X PRO,10 - 11 - 14 - 21 - 42 - 54,60.22,Baixa,63.06,66.36,37.38,63.06,72.0,72.6,5.08,0,40.0,80.0,100.0,152,4,2,Forte
857,Elite X PRO,06 - 13 - 19 - 27 - 36 - 53,60.21,Baixa,62.91,65.13,35.46,62.91,72.0,75.47,5.28,0,40.0,80.0,100.0,154,2,4,Forte
858,Elite X PRO,13 - 21 - 39 - 48 - 56 - 60,60.21,Baixa,60.56,64.96,26.77,60.56,77.25,73.27,5.08,1,85.0,50.0,100.0,237,3,3,Forte
859,Elite X PRO,01 - 04 - 08 - 30 - 33 - 60,60.2,Baixa,58.36,60.23,30.67,58.36,78.0,74.47,5.02,2,100.0,50.0,85.0,136,4,2,Forte
860,Elite X PRO,04 - 27 - 37 - 45 - 49 - 56,60.19,Baixa,62.96,68.6,38.39,62.96,72.0,71.27,4.98,0,40.0,80.0,100.0,218,2,4,Forte
861,Elite X PRO,06 - 10 - 21 - 35 - 36 - 56,60.19,Baixa,61.16,65.24,33.31,61.16,67.5,76.2,5.2,0,40.0,80.0,85.0,164,4,2,Forte
862,Elite X PRO,06 - 09 - 11 - 21 - 40 - 53,60.14,Baixa,60.88,66.12,25.59,60.88,77.25,71.33,5.0,1,85.0,50.0,100.0,140,2,4,Forte
863,Elite X PRO,01 - 37 - 38 - 44 - 45 - 52,60.13,Baixa,61.08,66.94,35.25,61.08,67.5,74.4,5.06,0,40.0,80.0,85.0,217,3,3,Forte
864,Elite X PRO,11 - 24 - 37 - 39 - 47 - 48,60.12,Baixa,60.9,66.37,35.67,60.9,67.5,75.0,5.06,0,40.0,80.0,85.0,206,2,4,Forte
865,Elite X PRO,01 - 09 - 14 - 27 - 37 - 48,60.12,Baixa,60.83,65.65,29.35,60.83,77.25,70.33,4.94,1,85.0,50.0,100.0,136,2,4,Forte
866,Elite X PRO,10 - 11 - 13 - 19 - 30 - 42,60.09,Baixa,57.61,64.11,38.18,57.61,62.25,72.27,4.84,1,85.0,20.0,85.0,125,3,3,Forte
867,Elite X PRO,13 - 30 - 31 - 44 - 54 - 58,60.06,Baixa,60.31,64.8,31.73,60.31,77.25,69.8,4.82,1,85.0,50.0,100.0,230,4,2,Forte
868,Elite X PRO,04 - 08 - 11 - 30 - 35 - 37,60.06,Baixa,57.71,65.28,37.49,57.71,62.25,70.87,4.8,1,85.0,20.0,85.0,125,3,3,Forte
869,Elite X PRO,04 - 08 - 19 - 23 - 39 - 48,60.05,Baixa,61.63,66.55,36.47,61.63,61.5,76.73,5.42,0,40.0,50.0,100.0,141,3,3,Forte
870,Elite X PRO,06 - 09 - 10 - 27 - 37 - 49,60.05,Baixa,59.12,66.03,32.63,59.12,72.75,69.47,4.66,1,85.0,50.0,85.0,138,2,4,Forte
871,Elite X PRO,05 - 08 - 09 - 17 - 47 - 60,60.03,Baixa,58.66,61.72,30.15,58.66,71.0,77.07,5.24,3,80.0,50.0,85.0,146,2,4,Forte
872,Elite X PRO,01 - 08 - 24 - 27 - 37 - 54,60.02,Baixa,61.38,67.33,32.49,61.38,67.5,73.87,5.0,0,40.0,80.0,85.0,151,3,3,Forte
873,Elite X PRO,03 - 06 - 10 - 27 - 33 - 48,60.02,Baixa,57.45,63.01,33.48,57.45,62.25,77.73,5.28,1,85.0,20.0,85.0,127,3,3,Forte
874,Elite X PRO,04 - 10 - 19 - 32 - 44 - 49,59.99,Baixa,61.01,65.08,37.61,61.01,67.5,74.4,5.06,0,40.0,80.0,85.0,158,4,2,Forte
875,Elite X PRO,08 - 27 - 38 - 48 - 51 - 57,59.97,Baixa,60.91,63.63,41.48,60.91,61.5,79.2,5.56,0,40.0,50.0,100.0,229,3,3,Forte
876,Elite X PRO,01 - 08 - 11 - 37 - 45 - 48,59.94,Baixa,60.92,64.03,42.16,60.92,67.5,76.0,5.18,0,40.0,80.0,85.0,150,2,4,Forte
877,Elite X PRO,04 - 24 - 31 - 36 - 48 - 49,59.9,Baixa,61.41,64.78,24.43,61.41,74.5,76.93,5.24,0,40.0,100.0,85.0,192,4,2,Forte
878,Elite X PRO,11 - 12 - 24 - 27 - 42 - 47,59.89,Baixa,58.43,63.01,30.62,58.43,58.5,81.67,5.34,0,40.0,80.0,55.0,163,3,3,Forte
879,Elite X PRO,17 - 33 - 35 - 44 - 47 - 52,59.89,Baixa,58.15,61.43,31.3,58.15,72.75,78.87,5.36,1,85.0,50.0,85.0,228,2,4,Forte
880,Elite X PRO,19 - 26 - 31 - 34 - 46 - 59,59.87,Baixa,61.84,60.74,31.83,61.84,72.0,80.67,5.68,0,40.0,80.0,100.0,215,3,3,Forte
881,Elite X PRO,05 - 06 - 23 - 33 - 34 - 52,59.87,Baixa,60.63,61.61,31.04,60.63,67.5,82.87,5.7,0,40.0,80.0,85.0,153,3,3,Forte
882,Elite X PRO,04 - 06 - 18 - 33 - 45 - 58,59.82,Baixa,62.62,65.78,24.62,62.62,72.0,77.93,5.52,0,40.0,80.0,100.0,164,4,2,Forte
883,Elite X PRO,08 - 11 - 24 - 27 - 39 - 49,59.82,Baixa,62.53,65.17,35.56,62.53,72.0,70.4,4.92,0,40.0,80.0,100.0,158,2,4,Forte
884,Elite X PRO,01 - 08 - 13 - 37 - 42 - 48,59.82,Baixa,59.86,67.87,33.67,59.86,57.0,76.27,5.2,0,40.0,50.0,85.0,149,3,3,Forte
885,Elite X PRO,14 - 18 - 20 - 33 - 39 - 46,59.8,Baixa,58.76,58.88,35.01,58.76,65.5,82.8,5.44,0,40.0,100.0,55.0,170,4,2,Forte
886,Elite X PRO,07 - 12 - 19 - 37 - 44 - 45,59.79,Baixa,60.77,64.56,31.69,60.77,67.5,76.93,5.22,0,40.0,80.0,85.0,164,2,4,Forte
887,Elite X PRO,08 - 10 - 14 - 21 - 47 - 56,59.76,Baixa,62.43,64.24,33.21,62.43,72.0,75.67,5.34,0,40.0,80.0,100.0,156,4,2,Forte
888,Elite X PRO,03 - 39 - 40 - 44 - 52 - 53,59.76,Baixa,58.09,61.67,29.25,58.09,72.75,74.6,5.06,1,85.0,50.0,85.0,231,3,3,Forte
889,Elite X PRO,03 - 04 - 13 - 15 - 45 - 54,59.74,Baixa,58.3,62.75,27.13,58.3,78.0,73.07,4.96,2,100.0,50.0,85.0,134,2,4,Forte
890,Elite X PRO,06 - 18 - 24 - 27 - 32 - 53,59.73,Baixa,62.52,65.35,28.4,62.52,72.0,76.47,5.36,0,40.0,80.0,100.0,160,4,2,Forte
891,Elite X PRO,11 - 14 - 24 - 45 - 54 - 56,59.71,Baixa,60.38,64.93,34.26,60.38,67.5,75.33,5.04,0,40.0,80.0,85.0,204,4,2,Forte
892,Elite X PRO,01 - 10 - 15 - 17 - 40 - 47,59.71,Baixa,57.91,59.22,30.95,57.91,78.0,77.07,5.26,2,100.0,50.0,85.0,130,2,4,Forte
